Hu         	0.394	0.455	0.424	0.455	0.441	0.424	0.531	0.394	0.353	0.353	0.364	0.424	0.394	0.424	0.469	0.469	0.469	0.469	0.424	0.458	0.458	0.458	0.458	0.324	0.324	0.545	0.5	0.542	0.545	0.545	0.5	0.5	0.588	0.529	0.394	0.333	0.0	0.167	0.261	0.292	0.261	0.304	0.524	0.364	0.364	0.364	0.261	0.318	0.292	0.292	0.292	0.375	0.484	0.516	0.586	0.355	0.391	0.391
KhB         	0.542	0.542	0.542	0.542	0.577	0.542	0.583	0.5	0.5	0.5	0.458	0.5	0.458	0.5	0.5	0.5	0.5	0.5	0.5	0.4	0.4	0.4	0.4	0.44	0.44	0.409	0.435	0.417	0.435	0.435	0.533	0.533	0.471	0.5	0.478	0.478	0.167	0.0	0.28	0.24	0.208	0.25	0.409	0.333	0.333	0.333	0.167	0.217	0.2	0.2	0.2	0.28	0.375	0.417	0.682	0.308	0.333	0.333
Est         	0.379	0.379	0.379	0.393	0.379	0.393	0.393	0.379	0.379	0.379	0.286	0.321	0.286	0.321	0.321	0.321	0.321	0.321	0.357	0.3	0.3	0.3	0.3	0.276	0.276	0.357	0.321	0.333	0.37	0.37	0.375	0.375	0.368	0.316	0.296	0.333	0.261	0.28	0.0	0.115	0.208	0.208	0.36	0.348	0.348	0.348	0.32	0.304	0.28	0.28	0.28	0.308	0.276	0.31	0.56	0.37	0.333	0.333
Fin         	0.444	0.444	0.444	0.444	0.464	0.444	0.481	0.444	0.444	0.444	0.37	0.407	0.37	0.407	0.407	0.407	0.407	0.407	0.407	0.357	0.357	0.357	0.357	0.357	0.357	0.4	0.423	0.333	0.44	0.44	0.533	0.533	0.389	0.421	0.36	0.4	0.292	0.24	0.115	0.0	0.208	0.208	0.375	0.333	0.333	0.333	0.308	0.292	0.269	0.269	0.269	0.259	0.308	0.346	0.609	0.333	0.4	0.4
mM         	0.5	0.5	0.5	0.5	0.538	0.5	0.542	0.458	0.458	0.458	0.417	0.458	0.417	0.458	0.458	0.458	0.458	0.458	0.458	0.36	0.36	0.36	0.36	0.4	0.4	0.364	0.391	0.417	0.391	0.391	0.5	0.5	0.471	0.5	0.435	0.435	0.261	0.208	0.208	0.208	0.0	0.091	0.364	0.261	0.261	0.261	0.24	0.217	0.2	0.2	0.2	0.28	0.333	0.375	0.619	0.308	0.333	0.333
Ud         	0.478	0.478	0.478	0.478	0.52	0.478	0.522	0.5	0.5	0.5	0.391	0.435	0.391	0.435	0.435	0.435	0.435	0.435	0.435	0.4	0.4	0.4	0.4	0.375	0.375	0.333	0.364	0.391	0.364	0.364	0.5	0.5	0.471	0.5	0.409	0.409	0.304	0.25	0.208	0.208	0.091	0.0	0.333	0.304	0.304	0.304	0.28	0.261	0.24	0.24	0.24	0.25	0.304	0.348	0.619	0.346	0.375	0.375
Yu         	0.423	0.423	0.423	0.48	0.5	0.44	0.48	0.519	0.556	0.556	0.417	0.458	0.417	0.5	0.458	0.5	0.458	0.458	0.458	0.444	0.444	0.444	0.444	0.5	0.5	0.36	0.36	0.444	0.375	0.375	0.467	0.467	0.45	0.45	0.458	0.5	0.524	0.409	0.36	0.375	0.364	0.333	0.0	0.391	0.391	0.391	0.348	0.273	0.304	0.304	0.304	0.25	0.308	0.346	0.591	0.462	0.435	0.435
Ev1         	0.5	0.5	0.5	0.478	0.5	0.5	0.542	0.458	0.435	0.435	0.478	0.522	0.478	0.522	0.522	0.522	0.522	0.522	0.522	0.417	0.417	0.417	0.417	0.542	0.542	0.364	0.364	0.417	0.409	0.409	0.5	0.5	0.556	0.556	0.522	0.522	0.364	0.333	0.348	0.333	0.261	0.304	0.391	0.0	0.048	0.048	0.208	0.174	0.167	0.167	0.167	0.28	0.44	0.48	0.636	0.346	0.435	0.435
Ev2         	0.5	0.5	0.5	0.478	0.5	0.5	0.542	0.458	0.435	0.435	0.478	0.522	0.478	0.522	0.522	0.522	0.522	0.522	0.522	0.417	0.417	0.417	0.417	0.542	0.542	0.364	0.364	0.417	0.409	0.409	0.5	0.5	0.556	0.556	0.522	0.522	0.364	0.333	0.348	0.333	0.261	0.304	0.391	0.048	0.0	0.048	0.208	0.174	0.167	0.167	0.167	0.28	0.44	0.48	0.636	0.346	0.435	0.435
Ek         	0.5	0.5	0.5	0.478	0.5	0.5	0.542	0.458	0.435	0.435	0.478	0.522	0.478	0.522	0.522	0.522	0.522	0.522	0.522	0.417	0.417	0.417	0.417	0.542	0.542	0.364	0.364	0.417	0.409	0.409	0.5	0.5	0.556	0.556	0.522	0.522	0.364	0.333	0.348	0.333	0.261	0.304	0.391	0.048	0.048	0.0	0.208	0.174	0.167	0.167	0.167	0.28	0.44	0.48	0.636	0.346	0.435	0.435
